"MassTagID","Project_A_X_1","Project_A_X_2","Project_A_X_3","Project_B_X_1","Project_B_X_2","Project_B_X_3","Project_C_X_1","Project_C_X_2","Project_C_X_3","Project_A_Y_1","Project_A_Y_2","Project_A_Y_3","Project_B_Y_1","Project_B_Y_2","Project_B_Y_3","Project_C_Y_1","Project_C_Y_2","Project_C_Y_3"
484430711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11442478,9824560,11166856
484431849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9014121,4604418,6319284
484432044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3443503,3092538,4683141
484432171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3083197,3750396,3180879
484432172,NA,NA,NA,NA,NA,NA,NA,NA,NA,327342,NA,NA,NA,NA,NA,727976,236897,NA
484432179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11679825,6830634,6675364
484442544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484452528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4106352,2149863,4229802.5
484462069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1097842.5,1070535,13269069,18064625,12282382
484462427,246948,221473,NA,NA,NA,NA,NA,NA,NA,NA,NA,440291,NA,NA,NA,2545040,3763494,873678
484465373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248157733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8743029,6503560,6002445
306251061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3031833,5928229,1643587,24492485.5,25476292.5,32568056
319536153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10366066,13969490,13793970
319536154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10741471,10800652,12400421
319536159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688769,NA,NA,NA,6494507,NA
319980445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22590432.5,21443429,23183449
320080587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543604,3080237,5351926,1740948.5
320416985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8340417,7461656,10148109.5
323347621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10324176,4008862,6339423
323347667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233936.5,89870,1427918,1479762,951926.5
323454166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4695246,4716597.5,4591167
323457259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1176054.5,1264837,690026
323459926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23588,NA,140664,NA,198655
323461842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2496913,1830488,1900860
323464996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2916760,NA,943431
323465573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7294623.5,8363131,9928285.5
323530635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9663358,8612218.5,5486461
335770174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5535681,6383481,7132548
335778251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1955479.5,1636620.5,1584013
335780625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091498,NA,2753199
335783142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7122879,6937152,8102194
335787479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829564,317266,600944
335805663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2753876.5,2270723.5,NA
477917614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3122692,4534182,3449699
484430637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476301,1445954,791786,8262337,10476415,9472095.5
484430639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4527816,3771554,3826388.5
484430670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1306702,2230843,1716020,11133167,17097724,10139195
484430677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5368982,6920941,3567519,24688407,23841624,23738998
484430712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3757294
484431557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815902,NA,739815,7665940,10990596,7428217
484434287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484443179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484462065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484462692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265626576,NA,NA,NA,NA,744613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2152857,1585933,1932945
306068034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869271,1319102.5,977008,11305139,10954413,9389268
306211022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843090,2159436.5,583057.5,6048749,6716523,7698971
320080579,NA,NA,NA,NA,NA,NA,11507532,10687325,7081564,11335928.5,NA,NA,NA,NA,NA,NA,NA,NA
320080595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4540933,4629538,3534173,18595712,20106083,20617082
320416509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6134873,8313039,7856938
323455302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1730433,2664276,2452482,13539145,15710613,15430013
323461780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592028,NA,NA,3459737,2383869,2614013
323464991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91196,85632,955928,79991
323472835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1905885,NA,1665894.5,13793458,10697359,12747323
335770136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773510,NA,638825,6763227.5,4964146,6845991
335772753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1886784,1984974,NA
335781027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335784908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3011661,3473198,1523101
335802736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604903.5,NA,2159359,2785696,3862202
335805674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2135931,3538797,1544668,8866060,10061494,10466151
335828536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72755
391770566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745131,1026101,320893,3173234,3496346,3818284
484430652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643310,450171,NA,2815396,2152030,4897976
484430686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2369676,1045373,NA,12295323,7133547,12510839
484430745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168643,823367.5,1314895.5,1148389,3071619,NA
484432276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595097,NA,NA,5388380.5,5107526,8244619
484434290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484434292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540652,NA
484462688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920831,2144468,1229533
6952992,32451204,28887080,29004819,25277063,26948748.5,22279677,30330079,20945842,20891963,38313551,37817267,27443364,34740341,30098757,19126823,30550452,25377206,22645016
6959251,21460404,23238892,19807495,20715848,17894170,15380092,23173085,11564119,3115927,30871121,16365986,23852406,9603690,28612539,7626732,13510119,14313587,24973359
6962346,36128079,5520435,13112741,23009961,2880132,44927204.5,6700616,2443539,8676690,42139453,32394692.5,19281863,26983320,47015579,33356620,8715154,31091699,5641052
6969209,32303375,27423846,23351455,24130498,27664584,31059436,24943302,20795368,20280927,32954111,33783770,29560023,29094284,28230721,19186580,27753281,24730889,20444955
6969520,131903321,158641686.5,134249041,126447314,168678289,139594934,141777075,153593989,202260668,95380003,116452348,124634110,88708564,89572212,125612133,141634058,133692929,126238344
6971858,212329862,217734438,214769356,218818906,255419527,198288190,232150417,189742722,201347787,253133418,210657822,230850214,191743853,212077240,171010089,209980705,232367931,215681416
7003983,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813596,NA,NA,NA,1215160,NA,NA,NA,NA
7004121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7009878,100005482,90785149,84062987,80754531,88761151,68442725,97250141,80096468,67474930,96369566,110612227,75588124,83658744,83877234,70452590,88018542,58821457,87511976
7039766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7045499,8863145,NA,1778087,6163156.5,NA,36861348,682071,805627.5,14989363.5,8479524.5,23958512.5,3615713.5,17835656,22130857,24562121,NA,24314970.5,1986209
7449982,29160974.5,27031446,18553413.5,17683030.5,30316341,21850587.5,23117877,25724995,32311401,19639254,21428441,27196791,17454858,19141052,24321359,28772326,22792606,30501005
7537872,4595771,4194565,5186871,2586356,4215603,3486713,3807706,3660517,5291894,3445419,NA,3202564,3334256,1942809,4761351,3608537,1962280,2880306
7664166,12798250,9304079,6659046,8382272,9632423,9651741,7445782,6988602,6300059,11832020,11591224,15893891,10210205,9707590,5006068,8426850,9567076,8797026
7685874,7090415,3886701.5,2433543,NA,3567346,2838183,NA,NA,1938705,NA,6158975,NA,7587508,1353604,NA,NA,1678471,8451858
7770120,12925290,2688560,5546056,10071032,4208259,9685593,3081534,2715680,16855507,5732088.5,4944485,8051341,3265506,5173433,8539640,6798471,8716131,3942135
7798101,NA,3908798,NA,NA,NA,NA,NA,NA,NA,NA,4413871.5,NA,NA,NA,NA,NA,NA,1575484
7821023,2116820,412578,1175423,2226515,177424,3427012.5,342878,129997,1363582,4071455,1979579,897108,1120321,4101137,1825876,410769,5175749,648736
8556850,8623675,7674082,7945511,7686123,9420650,10076713,5816702,7239354,8236359,6248040,6492188,7726221,3495191,7295150,3911360,8700866,8700015,7367931
8740366,NA,319436,397654,291735,374048,270917,285450,292584,273854,448494,203701,NA,340181,491619,137181,341426,355119,469603
9275828,8730097,7579983,7907168,6676824,7737725,6208470,8531024,6023421,5920371,10605757,10565964,7277339,10107374,8603557,5339495,7940176,6946143,6306509
9286587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9300876,253830,332089,NA,239186,331081,NA,395817,140316,NA,545929,346706,483374,321954,427100,74036,NA,NA,322545
9499012,14329646,13852110,8094506,8917835.5,16038669,12433568,9548410,17319449,26826142,8032967,11665518,10646396,10630340,6419507,11372510,15837119,14719795.5,7839845
9502498,1543721,533759,587431,1560417,889817,974341,590795,NA,2243535.5,925476,676633,1478710,654757.5,967321.5,1021799,1286362,1729229,1096214
9616781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32607444,NA,NA,483961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130601975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150878431,NA,NA,NA,NA,NA,NA,NA,NA,NA,526192.5,490648.5,NA,1145236,1092053,NA,NA,NA,NA
194429497,270093,163903,297009.5,134762,NA,235635,224711,264657,194782,307304,NA,NA,330135,NA,156263,NA,166283,NA
205540439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205626705,NA,NA,NA,NA,NA,NA,NA,NA,223968.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
205792910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212895046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6967204,35287725,38030596,25618558.5,24602204,41734681,27406023,28778914,37087244,32733254,27487978,28491353,35920277,22541871,23163291,24241512,37319219,29753993,38118796
6967213,26361695,4253928,10747219,20290468,1614957,26541237,5394471,1252094,4043505,32402805,21717033,15384565,17043502,35896993,20485977,6347794,24802928,4349659
6967368,30071686,30555909.5,22222074.5,34090815.5,34365659,25143575.5,25814870,25279225.5,14809709.5,21482127.5,20833652.5,33504216.5,10137807,20689374,18334474.5,21974238,20572629.5,28032248.5
6991690,7955753,6893206,5971161,7251097,7050569,4267903,6317776,4746197,1859702,7632202,7395113,7325342,4843474,8631377,2926409.5,4523155,4966080,9293896
7023680,31716457,29776545,23857006,27916405,27780490,14732718,28167093,22095481,10415643,41441693,43106375,30430831,31408848,36464299,15500085,25642199,26768016,28033556
7034224,NA,NA,NA,1671875,NA,1168801,2616607,NA,831515,NA,1736956,NA,NA,NA,1432951,NA,1313606,NA
7570261,NA,NA,660926,NA,NA,504143,NA,NA,975554,NA,1178396.5,NA,NA,NA,NA,NA,NA,NA
7599625,45747896,48712916,39756450,38610743,40494623,32376340,48019199,33276899,28846234,47842717,51208275,47577871,47008527,39877943,30619027,41585586,38007928,39174340
7815630,43644848,45562102,33424296,30908258,46469679,36402731,33338506,41966386,65652982,28130562,35975675.5,37249686,30930649,24690209,39196102,45460051,44306920,36105256
7916217,78156347,74237455,65799696,69453604,62109373,47008171,92609884,57234699,27502252,91982816,78034428,79492926,70995249,81707522,44863075,70227304.5,62183631,88305155
8222399,NA,3773508,NA,NA,NA,NA,NA,2275343.5,NA,NA,NA,NA,NA,4780757.5,3225856,NA,4388635,NA
8470660,10901640,12375218,10420509,12902753,13393694,10594271,10115747,7780233,6545600,12332047,11035662,14363237,7547350,15885904,4727873,10799624,8408668,14523504.5
8490875,2240036,NA,1119020.5,1766004.5,NA,NA,982523,1537583,NA,NA,1448427.5,1758362,NA,549854,NA,990574,569173,1906609
8505148,38263264,41107613,33001276,32918962,35395043,28497620,40742413,31033402,30545817,39502049,38551134,34890271,33220961,35726693,27469431,36435787,36538993,34349772
8692671,23417100,19967209,17734480,15937183,23410246,21642963,17240487,19175096,27404352,18499893,23294931,24016617,22849541,19505853,16877085,20101388,24072928,19640057
9447833,1117490,NA,1859930,NA,2058376,1594026,NA,1047487,2736390,NA,NA,NA,NA,NA,847745,1407750,NA,NA
9514645,NA,NA,NA,NA,NA,2255726,2355351.5,NA,NA,NA,NA,NA,NA,862918,NA,NA,NA,NA
10050178,812233,693694,503228.5,NA,354392,357816,NA,NA,535404,NA,480821,547593,206049,242190,NA,366999,NA,NA
12754233,3389241,3052237,3445075,2156248,2948292,2302578,1975703,2962725,3446787.5,1558253,2134797,1951521,1420314.5,2169102,2859547,2430141,2523306,2057472
12755193,4521978,5175403,4932736,4147607,5778610,6973019,4704570,5063349,8156504,5506468,6384634,6196429,3219369,5031236,3408963,5809867,2054805,4065237
13398123,13767218,11796035,10607518,10536866,9681918,12198805,9771227,9350397,7434845,13087013,15020139,14919313,14045684.5,12059068,7337086,9991656,10920331,13621553
13825675,596367.5,NA,NA,1070435,NA,10163900,NA,NA,2049754.5,1039017.5,3728077,301680.5,4050251,3814258.5,5855185,NA,3695759,365567
13996111,1050249,820342,778101,553577,905825,582224,NA,923521,549321,NA,804636,961529,NA,595241,506874,820046,NA,826733
16476730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16498537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31885501,NA,3093230,2351548,865635,NA,2315599,NA,NA,1162250,NA,NA,NA,NA,NA,NA,NA,NA,NA
32647832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48093461,4989602,2417958,3475179,NA,3555455,NA,NA,4011019,NA,NA,NA,2125828,2443839,2247363,NA,1825624,3154545,1712410
235007974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7469937,9926672,2725413,4189210,7989578,2367797,7141710,3698498,1637027,1633325,12050116,6535233,7715899,5659173,9837394,5041324,3231665,7573903,3612365
7613059,17857000,15312377,16437357,15287193,16030374,9426380,17904500.5,11232091,4460906,20804492,15397847,22529540,14887552,15573734,7822703,15508315,13453742,19086971
7686000,3811933,3512392,1790319,2872740,3455846,2338500,2045072,2224342,1552350,4509458,4253484,4886944,3910475,5276575.5,1230839,2511121,4901688,5632638
8222585,4237401,4653072,3552502,2992302,4189642,3429739,3413374,4039577,4997715,2778304,4084569,4257811,2770913,2981629,2778491,4712415,3697211,4921901
8511447,4389753,4909042,3579422,4860920,3163324,2623407,5231310,2266645,NA,5377447,2938041,3743696,1188002,5323588.5,1168854,2515993,2602755,4028256
8560366,2757437,NA,3835510,2834939,NA,1761396,2977268,NA,NA,973601,1576085,1776810,865143,NA,NA,2432369,NA,NA
8640324,12727717,5717978,9249059,10267216,6491674,8162335,7305093,5832084,7717203,10565563,8939828,9238403.5,5878693,6896923,9969349,8583323,13556407,6069214
8740666,1233556,799175,674392,NA,NA,949885,581684,528641,897882,NA,NA,907554,447093,678463,393290,NA,1213379,772265
9281759,4610458,4466605,3306051,4056054,3958471,3896554,4248661,2855318,2275919,6143126,6512385,7094837,6092153,5886505,2102950,3489974,4833411,6364582
12617717,4008888.5,3844642,1922403,2397406,4483878,3297251,1693128,4430211,6773868,1752212,2939387,3254933,1928191,1406939,2003367,4171402,4020766,3591798
13398665,10826007,7932240,8418609,6410510,9071088,7914970,7542084,8807226,11890769,6744883,10109638,7806843,5431525,4962024,8197121,10080830,9109557,6295088
13864703,160491,NA,680960.5,NA,NA,7350795,NA,NA,3891314,748350,4187180,423569,2362761,1573321,2952821,NA,2042789,114372
14161494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1026190,NA,NA,NA,NA,NA,NA
14727008,436407,981363,NA,1447875,1386955,NA,1728243,NA,NA,NA,1032946.5,NA,NA,NA,382005,NA,NA,NA
15781691,1578715,1004473,453512,831391,1208108,854723,665894,1142238,1273917,NA,749397,1043830,669673,NA,310899,1503151,934174,1007320
15844498,4146219,1940633,3308254,2335007,2938034,4023224,2438093,1781997,NA,2347203,1231890,2442611,2607041,2680870,1523709,1182487,1894748,2040026
16477014,3195691,596104,2895719,3311992,602694,2503976,1126395,461370,1418571,3958615,2657332,2479717,1686317,3020285,2277190,1553932,4070880,1397800
17021261,3150346,423010,1583966,2726631,296980,1599614,769118,242209,291134.5,4282798,1985819,1892379,1257299,3862136,1578531,606512,3008084,803636
20970165,9319897,8756227,8546118,7843329,9292983,7687615,7700957,7025124,8746689,8841384,9169182,7582792,7184220,6382117,5645171,8951429,8273682,7483672
326737210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331014803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395148282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6967282,10152350,1423156,4165126,9483914,972498,9510275,2207296,673444,2368432,16124884,6508509,6859522,6397173,15184004,7374695,2948850,10472376,2652878
6967306,6392655,6743858.5,4342891,5143425,7079401,4749533,5740671,6440544,7547447,4683820,5097646,6925650,4782843,4863852,5622798,7362383,5953747,7186858
7044985,5121383,4414554,3259860,5258422,5021477,2342925,4824432,3848005,1992449,6259343,5974022,5930941,3300807,4815051,2245965,4669701,3611219,5253242
7659645,8355298,6574422,5630017,6386944,7513615.5,5433796,6581587,5384715,3681525,9324426,7177074,7835734.5,7659832,8293563,4414032,6148109,7322467,6499819
7798317,27744589.5,6632015,11262254,13428927,6134587,35217070,5618462,12243045,25753318,16945888,42300184,12345456,31508415,23895494.5,32693117,10436621,23586224,4196242
7806019,11552101,4862936.5,6706315,12622229,6219478,9953964,5416235,5589164,11945582,8127065,7988034,9268699,5775205,5608314,10712751,9254115,10546992,5206249
7829535,26507546,23072818,20768257,16908424,23217275,16447765,22683540,17214372,17048346,21475486,23255017,20525554,17264281,15725892,16178749,23744140,18159458,19664003
8670084,619110,525977,434892,330514,661469,381899,398119.5,348145,539885,457330,610599,612680,554913.5,480925,298229,459709,487723,504647
8736913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9071859,3865122,495861,3017341,5640576.5,609990,4025582,1001905,458089,3193772,5880626,2539622.5,2834129,1950773.5,4370033,3486441,1582163.5,6056898,1702566
9305536,NA,NA,NA,115636,107425,NA,NA,95722.5,NA,NA,NA,NA,76263,NA,NA,NA,NA,41546
9510472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9689987,631087,572162,338026,377556,717984,NA,399402,483399,390191,708062,449742,582504,479487,540211,263716,606481,516400,346398
9692696,NA,NA,269664,295502,583892,NA,559212,NA,378985,698998,369281,755173,350959,433010,308042,579571,475572,295853
15897260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20958239,NA,658867,NA,NA,509397,NA,NA,NA,NA,NA,NA,NA,NA,NA,187153,NA,NA,NA
6959131,NA,NA,1854463,NA,NA,NA,3330374,NA,NA,NA,NA,NA,3074228,7863835,NA,NA,NA,NA
6959223,6814573,7356363,5563228,8465414,7540546,6571141,8693727.5,5217671,1793101,8960622,5769507,7297842,5250363,8092706,2993827,4922528,4784709,7320936
6967231,NA,5689108,16064307,20334486,5429193,30899450,8537911,5872532,23657036.5,17334612.5,26333665,10446586.5,19546779,14367932,21820072,10046913,20751783.5,2976534
6967765,4502128,3849099.5,2812714,1378459,4932936,5442392.5,4169372,3872351,5360949,2880430,2311739,3445515,3753614,2704001,2045375,4626146.5,3681264,3362392
7033979,6660750,5893985,4203482,4931180,5102321,3622934,6237601,3246876,1080416,11665567,7507334,7217259,7355683,9819900,2415840,3476253,5637392,6821738
7186817,10832096,10562533,9096631,11873156,11493710,10303607,12865062,9813977,7621837,12483612,11460247,10398635,8294197,11052926,6085935,10112204,9216600,9490624
7449980,19522987,20834943,19104711,17852847,23665562,19814405,21886147,20028000,17935294,14482348,18429765,19243899,15708897,16424452,15357235,21732975,17007166,20403525
7954605,30059251,32345998,21967187,35814470,39900189,22705811,32164688,29093689,27147451,28451964,25139379,31311068,16900017,22895010,26914009,27285554,27940874,28505708
8474231,158286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223577,NA,NA,NA,NA,NA,NA
8556844,1433207,1115360,1340208,2018111,2678662,2052108,1426528,3260418,3408253,NA,1029876,NA,638354,NA,1554424,1725931,2596400,1537675
8640311,7705090,9267178,6068336,8472641,10396787,6199934,10413521,7534778,7841219,6814191,6577444,7516369,4992682,5156073,6644004,8144050,6752042,6764532
9271797,1210206,1237721,614296,877058.5,377857,NA,1247893,499350,NA,864107,1110883,1460703,915390,838714.5,616447.5,1049307,558442,755746
9275844,8851449,7983903,8748394,8410424,8540707,3512488,10688474,5927265,5254153,10725346,9564001,8217679,9734872,8438487,4662578,9075121,7502161,7612202
9279523,4854291,4107176,5890081,5674882.5,2563136,NA,6143269,2428251,NA,6840469,5605700,4262044,4783193,5760700,NA,4090061,2144359,11287366
9292962,NA,605919,192129,832269,NA,NA,1108837,NA,NA,2131696,NA,667169,189593,2021150,NA,NA,NA,795890
9296730,NA,NA,NA,NA,NA,NA,NA,NA,NA,230803,NA,NA,NA,NA,NA,NA,NA,NA
9327993,1139002,849029,1225152,997363,852344,NA,1103638,441760,NA,983889,1448637.5,825921,1141971,537811,NA,667726,NA,1814052
12571328,NA,NA,NA,NA,NA,NA,556080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13381894,1524437.5,1391052,1134711,1535443,1167110,694597,1362111,790936,NA,2620829,1956406.5,NA,1908771,2019183,507763,513202,1445350,1984178
196130759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6959357,20892407,2853842,9186600,18780308,1759102,24684466,5011108,1263972,4831800,27860774,11368924,12696980,7308962,31004743,10698238,5942880,18938369,4040803
7011612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7449983,14899776,15390904,9879948,11118131,16380357,12156129,11278994,13863181,18344989,11212265,12383613,13535501,8554478,10170084,10708301,15222590,13265672,15705417
7806935,56770501,36058977,36699706,52192559,37319645,47253726,40704545,34773250.5,37630268.5,54675643,51819892,47287453,37144687,43440100,43425129,40672037,57956626,28065502
8331310,34590987,30849148,29013051.5,29399176,32200116,23411512,33306995,22538709,20259374,42024904,36170620,33540574,30711934,31151611,17335985,32892368,26822117,27322484
8649416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9054536,7586495,7012617,2456515,6102700,10658922,3236909.5,7452842,10742045,16615853,5598236,6160291,5203579,4939484.5,4451144,4687969,9520915,9746453,6656565
9080477,NA,NA,NA,NA,NA,NA,NA,115997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9428125,13416943.5,11276873,8576974,9184768.5,10741116,7457278,12102714,8922739,7145221.5,13642885,10779070,9285670,7443886,11875322,5331920,9888189.5,7137044,9842340
9493942,NA,NA,2418765,NA,NA,5334665,2927934,5922055,2419804,NA,2500686,NA,NA,NA,NA,3535240.5,NA,NA
9674127,513911,NA,1467090,NA,NA,NA,819161,NA,NA,1395238,1474037,1641870,1508247,836301,NA,NA,753708,973248
12587539,7739918,8035970,10059624.5,8558709,6947015,7361482,8302321,7007721,5940791,9166605,10095117,9850903,9337001,9358573,6278904,9575033,8507514,8227346.5
12713956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12881204,21962220,17132754,13970454,17634664,17876674,17088559,17352438,14886888,13572846,19537728,16767249,18567257,16848695,14607165,7891391,17577428,16371336,15333047
13368301,2241055,1615066,1700488,1943349,2863030,3467304,712544,2226386,2469816,NA,1099587,1758377,NA,884800,NA,2369520,2211158,2199263
